sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
Male,25 - 45,African-American,None,None,None,1 to 5,M,Resist/Obstruct W/O Violence,0
Male,Less than 25,Hispanic,None,None,None,None,F,Possession Of Alprazolam,1
Male,Greater than 45,Caucasian,None,None,1 to 2,1 to 5,M,Possess Cannabis/20 Grams Or Less,0
Male,Greater than 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,15+ to 25,F,Driving While License Revoked,0
Male,25 - 45,Hispanic,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,25 - 45,Hispanic,None,None,None,5+ to 15,F,arrest case no charge,1
Male,Less than 25,African-American,None,None,None,1 to 5,M,Battery,1
Male,25 - 45,African-American,None,None,1 to 2,5+ to 15,F,Att Burgl Unoccupied Dwel,0
Female,25 - 45,Caucasian,None,None,None,None,M,Battery,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,"Poss 3,4 MDMA (Ecstasy)",1
Male,25 - 45,Hispanic,None,None,None,None,F,Poss Contr Subst W/o Prescript,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,False Ownership Info/Pawn Item,1
Male,Greater than 45,African-American,None,None,None,25+,F,Felony Petit Theft,1
Male,25 - 45,African-American,None,1 to 2,1 to 2,5+ to 15,F,Possess Countrfeit Credit Card,1
Male,25 - 45,Hispanic,None,None,None,None,F,Tamper With Witness/Victim/CI,1
Female,25 - 45,Caucasian,None,None,None,5+ to 15,F,Agg Battery Grt/Bod/Harm,0
Male,25 - 45,Caucasian,None,None,None,None,F,Driving While License Revoked,0
Male,25 - 45,Other,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,Other,None,1 to 2,None,1 to 5,F,Poss Pyrrolidinovalerophenone,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Aggravated Assault w/Firearm,0
Male,Less than 25,Caucasian,None,None,None,None,F,Robbery W/Deadly Weapon,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Grand Theft (Motor Vehicle),0
Male,25 - 45,Caucasian,None,None,None,None,F,Aggrav Battery w/Deadly Weapon,0
Male,Less than 25,African-American,None,None,None,1 to 5,F,Burglary Unoccupied Dwelling,1
Male,25 - 45,Hispanic,None,None,None,None,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,Caucasian,None,None,1 to 2,5+ to 15,M,Battery,1
Male,25 - 45,Caucasian,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,2+,1 to 2,5+ to 15,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Possession of Cocaine,1
Male,Less than 25,Caucasian,None,None,None,None,F,Burglary Conveyance Unoccup,1
Male,25 - 45,African-American,1 to 4,None,None,1 to 5,F,arrest case no charge,1
Male,Greater than 45,Caucasian,None,None,None,None,M,Battery,0
Female,25 - 45,African-American,None,None,None,None,M,Battery,1
Male,Less than 25,Other,None,None,None,None,F,Burglary Structure Unoccup,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Viol Injunct Domestic Violence,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Child Abuse,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Aggravated Battery / Pregnant,1
Male,Less than 25,Caucasian,None,None,1 to 2,5+ to 15,F,Possession Of Alprazolam,1
Male,Less than 25,Caucasian,None,None,1 to 2,None,F,Grand Theft (Motor Vehicle),1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Pos Cannabis W/Intent Sel/Del,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Felony Driving While Lic Suspd,1
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,Possession Of Heroin,0
Male,Greater than 45,Other,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,15+ to 25,F,arrest case no charge,1
Male,Less than 25,African-American,None,None,1 to 2,None,F,Possession of Cannabis,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,Caucasian,None,None,None,None,M,Possess Cannabis/20 Grams Or Less,0
Female,25 - 45,Other,None,None,None,None,M,Battery,0
Male,Less than 25,Other,None,None,None,None,F,Robbery / No Weapon,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Aggravated Battery / Pregnant,1
Female,Less than 25,Caucasian,None,None,None,None,F,Possession of Cocaine,0
Male,Less than 25,Other,1 to 4,None,None,1 to 5,F,arrest case no charge,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,DUI Property Damage/Injury,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,0
Male,Greater than 45,Other,None,None,None,None,M,DUI Level 0.15 Or Minor In Veh,0
Female,25 - 45,African-American,None,None,None,None,M,Battery,0
Male,Less than 25,African-American,None,None,None,1 to 5,F,Battery on a Person Over 65,0
Male,25 - 45,African-American,None,None,None,None,F,Poss Counterfeit Payment Inst,1
Female,25 - 45,Hispanic,None,None,None,1 to 5,M,Battery,1
Male,Greater than 45,Caucasian,None,None,None,None,M,Driving Under The Influence,0
Male,25 - 45,Caucasian,None,None,None,None,F,Aggravated Battery / Pregnant,0
Male,25 - 45,Other,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,1 to 2,None,5+ to 15,F,Felon in Pos of Firearm or Amm,0
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,F,Felony Petit Theft,1
Male,Less than 25,African-American,None,None,None,None,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,D.U.I. Serious Bodily Injury,0
Female,Greater than 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Female,Greater than 45,African-American,None,None,None,None,F,Felony Driving While Lic Suspd,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Aggravated Assault W/dead Weap,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,25 - 45,Caucasian,None,None,None,None,M,DUI Property Damage/Injury,0
Male,25 - 45,African-American,None,None,1 to 2,5+ to 15,F,arrest case no charge,1
Female,25 - 45,African-American,None,None,None,5+ to 15,F,Poss Anti-Shoplifting Device,0
Male,Less than 25,African-American,1 to 4,None,None,1 to 5,F,Deliver Cocaine,0
Female,Greater than 45,African-American,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,None,M,DUI Property Damage/Injury,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,Greater than 45,African-American,None,None,None,1 to 5,M,Susp Drivers Lic 1st Offense,0
Female,Greater than 45,Native American,None,None,None,15+ to 25,F,Driving While License Revoked,1
Male,Greater than 45,African-American,None,None,None,15+ to 25,F,Felony Battery w/Prior Convict,1
Female,Greater than 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Female,25 - 45,African-American,None,None,None,5+ to 15,M,Driving License Suspended,1
Female,Greater than 45,Caucasian,None,None,None,None,F,Battery on Law Enforc Officer,0
Male,25 - 45,African-American,None,None,None,None,M,Battery,0
Male,25 - 45,Caucasian,None,2+,None,5+ to 15,M,DUI Level 0.15 Or Minor In Veh,1
Male,Less than 25,African-American,None,1 to 2,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,1 to 2,25+,F,Driving While License Revoked,1
Male,Less than 25,African-American,None,None,None,1 to 5,F,Possession of Cocaine,1
Male,Less than 25,African-American,None,None,None,None,F,Burglary Structure Unoccup,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Possession of Cocaine,1
Female,25 - 45,African-American,None,None,None,1 to 5,F,Neglect Child / Bodily Harm,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Crimin Mischief Damage $1000+,1
Male,Greater than 45,Caucasian,None,None,None,None,M,DUI Property Damage/Injury,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Deliver Cannabis,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,Agg Fleeing and Eluding,1
Male,25 - 45,Other,None,None,None,1 to 5,M,Battery,1
Male,Less than 25,African-American,1 to 4,None,None,1 to 5,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,African-American,None,None,None,15+ to 25,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,15+ to 25,F,Aggravated Assault w/Firearm,0
Male,25 - 45,African-American,None,None,None,None,F,Crim Use of Personal ID Info,0
Male,25 - 45,African-American,None,None,None,5+ to 15,M,Opert With Susp DL 2nd Offens,1
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,Possession of Cocaine,0
Female,25 - 45,Caucasian,None,None,None,None,F,Possession of Cannabis,0
Female,Less than 25,Other,None,None,None,None,M,Aggravated Assault W/Dead Weap,1
Male,25 - 45,Hispanic,None,None,None,None,M,Driving Under The Influence,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,M,Battery,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,1
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,F,Child Abuse,1
Female,25 - 45,African-American,None,None,None,None,M,Battery,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Driving While License Revoked,0
Female,Greater than 45,Caucasian,None,None,None,1 to 5,F,Resist Officer w/Violence,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Susp Drivers Lic 1st Offense,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Threat Public Servant,1
Male,25 - 45,Hispanic,None,1 to 2,None,1 to 5,M,Possess Cannabis/20 Grams Or Less,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,DUI Property Damage/Injury,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Use Of 2 Way Device To Fac Fel,0
Male,Greater than 45,Caucasian,None,None,None,None,M,Assault,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,M,Leave Acc/Attend Veh/More $50,1
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,F,Grand Theft (Motor Vehicle),0
Female,25 - 45,Caucasian,None,None,None,None,F,Possession of Cocaine,0
Male,Less than 25,Caucasian,None,None,None,None,F,Possession Of Methamphetamine,0
Male,Less than 25,African-American,None,None,None,None,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,1
Male,Greater than 45,Caucasian,None,None,None,None,M,DUI Property Damage/Injury,0
Male,Greater than 45,Hispanic,None,None,None,None,M,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Possession of Cocaine,0
Female,Less than 25,African-American,1 to 4,None,None,1 to 5,F,Robbery Sudd Snatch No Weapon,1
Male,25 - 45,Caucasian,None,None,None,None,M,Driving Under The Influence,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Pos Cannabis W/Intent Sel/Del,1
Male,Greater than 45,African-American,None,None,None,1 to 5,F,Neglect Child / No Bodily Harm,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,1
Female,25 - 45,Hispanic,None,None,None,None,M,Battery,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Felony Driving While Lic Suspd,1
Male,Less than 25,African-American,None,None,None,None,M,Petit Theft,0
Male,Greater than 45,Caucasian,None,None,None,None,F,Possession of Cocaine,0
Male,25 - 45,African-American,None,2+,None,25+,M,arrest case no charge,1
Male,Less than 25,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,None,M,Battery,1
Male,Less than 25,African-American,1 to 4,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Burglary Dwelling Assault/Batt,1
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,Possession of Cannabis,0
Female,25 - 45,African-American,None,None,None,5+ to 15,F,Criminal Mischief,1
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Sexual Battery / Vict 12 Yrs +,1
Male,25 - 45,African-American,None,None,None,None,M,Battery,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Felony Battery (Dom Strang),0
Female,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,"Poss3,4 Methylenedioxymethcath",1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Resist Officer w/Violence,0
Male,25 - 45,African-American,None,None,None,None,F,Deliver Cannabis,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,2+,None,15+ to 25,F,Possession of Cocaine,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,Less than 25,African-American,None,None,None,15+ to 25,F,arrest case no charge,1
Male,25 - 45,Hispanic,None,None,None,None,F,Escape,1
Male,Less than 25,African-American,None,None,1 to 2,1 to 5,F,arrest case no charge,1
Female,25 - 45,Hispanic,None,None,None,1 to 5,F,Poss Contr Subst W/o Prescript,1
Male,Less than 25,African-American,None,None,1 to 2,None,F,Uttering a Forged Instrument,0
Male,Greater than 45,Hispanic,None,None,None,5+ to 15,F,Felony Petit Theft,1
Female,25 - 45,Other,None,None,None,None,F,Grand Theft in the 3rd Degree,0
Female,25 - 45,Caucasian,None,None,None,None,F,Aggrav Battery w/Deadly Weapon,0
Male,Less than 25,Other,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,0
Female,Greater than 45,African-American,None,None,None,1 to 5,F,Aggrav Battery w/Deadly Weapon,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,DUI/Property Damage/Persnl Inj,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,Felony Battery (Dom Strang),1
Male,Less than 25,Caucasian,None,1 to 2,1 to 2,1 to 5,F,Burglary Conveyance Unoccup,0
Male,Greater than 45,African-American,1 to 4,None,None,5+ to 15,M,Battery,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Battery on a Person Over 65,1
Male,Greater than 45,African-American,None,None,None,1 to 5,M,Viol Injunct Domestic Violence,1
Male,Greater than 45,Caucasian,None,None,None,None,M,DUI Level 0.15 Or Minor In Veh,0
Female,25 - 45,African-American,None,None,1 to 2,5+ to 15,M,Petit Theft $100- $300,1
Male,Greater than 45,Caucasian,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,1
Male,Less than 25,Caucasian,None,None,None,1 to 5,F,Pos Cannabis W/Intent Sel/Del,1
Male,25 - 45,Other,None,None,None,None,F,Tamper With Witness/Victim/CI,1
Male,Greater than 45,African-American,None,None,None,None,M,Battery,0
Male,Greater than 45,African-American,None,None,None,1 to 5,M,Possess Drug Paraphernalia,0
Male,Less than 25,African-American,1 to 4,2+,1 to 2,1 to 5,F,Criminal Mischief,1
Male,25 - 45,African-American,1 to 4,None,None,5+ to 15,F,Possession of Cocaine,0
Male,Greater than 45,African-American,None,None,None,1 to 5,M,Operating W/O Valid License,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Grand Theft in the 3rd Degree,1
Male,Greater than 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Female,25 - 45,African-American,None,1 to 2,None,5+ to 15,F,Possession of Cocaine,0
Male,Less than 25,Caucasian,None,None,None,None,M,Battery,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Aggravated Assault W/Dead Weap,0
Female,Less than 25,Caucasian,None,None,None,None,F,Felony Battery w/Prior Convict,1
Male,Less than 25,African-American,None,None,None,None,M,Open Carrying Of Weapon,0
Male,Greater than 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Female,25 - 45,Caucasian,None,None,None,None,F,Burglary With Assault/battery,0
Male,25 - 45,Caucasian,None,None,None,None,M,Battery,0
Male,25 - 45,Caucasian,None,None,None,None,F,Felony DUI (level 3),1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Driving While License Revoked,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Possession of Cocaine,0
Male,25 - 45,Caucasian,None,None,None,None,F,Possession of Cocaine,1
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,Poss Contr Subst W/o Prescript,0
Male,Less than 25,Hispanic,1 to 4,None,None,5+ to 15,F,"Deliver 3,4 Methylenediox",1
Male,25 - 45,African-American,None,1 to 2,None,15+ to 25,F,arrest case no charge,1
Female,25 - 45,Caucasian,None,None,None,None,M,Battery,0
Male,Less than 25,African-American,None,None,None,None,F,Grand Theft in the 3rd Degree,1
Female,25 - 45,African-American,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,None,None,25+,F,arrest case no charge,1
Female,Less than 25,Caucasian,None,None,None,None,F,Burglary Unoccupied Dwelling,0
Male,25 - 45,Caucasian,None,None,None,None,M,Battery,1
Male,25 - 45,Caucasian,None,None,None,None,F,Felony Battery (Dom Strang),0
Male,Less than 25,African-American,None,None,None,1 to 5,M,Possess Cannabis/20 Grams Or Less,1
Male,Greater than 45,Caucasian,None,None,None,None,F,Possession of Cocaine,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,25 - 45,Caucasian,None,None,None,None,F,Possession of Cocaine,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Driving License Suspended,1
Female,25 - 45,African-American,None,None,None,5+ to 15,F,Possession Of Alprazolam,1
Male,25 - 45,African-American,None,None,None,15+ to 25,M,Driving License Suspended,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Susp Drivers Lic 1st Offense,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Felony Driving While Lic Suspd,0
Male,Greater than 45,African-American,None,None,None,15+ to 25,F,Driving While License Revoked,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Driving While License Revoked,1
Female,25 - 45,African-American,None,None,None,1 to 5,F,Aggrav Battery w/Deadly Weapon,0
Male,Less than 25,African-American,None,1 to 2,None,1 to 5,M,Assault,0
Male,Greater than 45,African-American,None,None,None,1 to 5,F,Hiring with Intent to Defraud,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Male,Less than 25,African-American,None,None,None,1 to 5,F,Possession of Cocaine,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,1
